"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 09 18:24:49 GMT 2025","Sun Feb 09 18:24:50 GMT 2025","1122","chromium","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 09 18:24:53 GMT 2025","Sun Feb 09 18:24:55 GMT 2025","1851","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 18:24:58 GMT 2025","Sun Feb 09 18:25:01 GMT 2025","2042","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 18:24:55 GMT 2025","Sun Feb 09 18:24:57 GMT 2025","1346","firefox","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 09 18:24:53 GMT 2025","Sun Feb 09 18:24:53 GMT 2025","440","chromium","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 09 18:24:58 GMT 2025","Sun Feb 09 18:24:58 GMT 2025","534","firefox","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
